CODGEO,PMIMP,DECUC_Q2,DECUC_Q1,DECUC_Q3,BREV,DECUC_D1,DECUC_D9,DECUC_D1D9,DISP_Q2,DISP_Q1,DISP_Q3,TP60,DISP_D1,DISP_D9,DISP_D1D9,PACT,PPEN,PPSOC,PIMPOT,PPAT,NOTE_FILO,C,C_C2SNP,C_C2SP,NOTE_CNAM,A,APPA,ARSAS,AAAH,NOTE_CNAF,annee
45208,"42,7",14210,6450,22850,"46,1",750,33300,"44,6",16240,11580,22910,"33,8",8540,31130,"3,6","58,8","32,7","13,5","-14,9","9,9",0,14733.0,3752.0,677.0,0.0,4763,1740,1380,477,0,2023
45234,"58,4",19680,10640,30310,"31,1",4730,43290,"9,1",20420,14100,28720,21,10300,38920,"3,8","75,3","26,6","8,1","-18,2","8,2",0,109520.0,15286.0,4438.0,0.0,32605,11078,4388,2250,0,2023
45252,"44,6",15540,9220,22710,"38,6",4390,31210,"7,1",17380,12980,22840,"25,9",9930,29440,3,"65,2","29,8","11,3","-13,7","7,4",0,8200.0,1143.0,277.0,0.0,2190,904,397,228,0,2023
45284,"62,4",20990,13000,29190,25,6530,39000,6,21370,15580,27900,"15,2",11480,35920,"3,1","74,1","28,6","7,2","-16,2","6,3",0,20392.0,2078.0,582.0,0.0,4819,1997,606,413,0,2023
45285,"53,1",17880,10450,25390,"32,8",5180,33290,"6,4",18980,13750,24930,"21,6",10280,31440,"3,1","69,5","29,8","9,4","-13,9","5,2",0,17120.0,2169.0,642.0,0.0,3637,1514,525,239,0,2023
45315,"51,3",18220,10320,26540,"33,3",5110,37070,"7,3",19170,13590,26100,"22,3",9620,34910,"3,6","63,6","35,1","7,8",-15,"8,5",0,4826.0,470.0,141.0,0.0,1034,383,160,80,0,2023
46042,51,20000,11930,28360,"27,7",5080,38590,"7,6",20660,14750,27530,"18,1",10670,35930,"3,4","59,3","38,1","8,4","-15,9","10,1",0,19077.0,2506.0,1078.0,0.0,5601,2040,974,666,0,2023
47001,"46,3",16930,8490,25870,"37,7",2510,36880,"14,7",18410,13050,25390,"25,6",9690,34500,"3,6","66,8","28,3","11,4","-15,4","8,9",0,31591.0,6211.0,1850.0,0.0,11053,4367,1985,1143,0,2023
47157,"45,9",18050,11070,25810,"30,9",4950,35480,"7,2",19160,13940,25250,21,10340,33140,"3,2","58,1","38,2","8,7","-14,4","9,4",0,15384.0,1772.0,618.0,0.0,4112,1620,721,410,0,2023
47252,38,16330,10220,22790,"35,5",5160,30500,"5,9",17700,13350,22820,"24,3",10350,29150,"2,8","54,5","39,2","9,3","-12,5","9,5",0,5315.0,577.0,173.0,0.0,1148,393,220,108,0,2023
47310,"40,4",16580,10120,23520,"35,3",4080,31500,"7,7",18110,13480,23400,"23,5",10100,29910,3,"54,8","39,5","10,1","-12,6","8,2",0,7983.0,1072.0,341.0,0.0,2003,718,393,363,0,2023
47323,43,17610,10630,24900,"32,4",4170,34010,"8,2",18720,13720,24700,"21,9",10410,32130,"3,1",55,"39,6","9,6","-13,9","9,7",0,21642.0,2593.0,989.0,0.0,5556,2107,1023,728,0,2023
49007,"52,8",19660,10850,29070,"30,2",3940,41390,"10,5",20420,14320,27950,"20,5",10270,37870,"3,7","71,1",29,"8,7","-16,8",8,0,140407.0,20805.0,5702.0,0.0,52574,16191,6017,2938,0,2023
49099,"52,6",20540,14120,28180,"21,8",7590,38830,"5,1",21120,16060,27320,"13,8",11900,35900,3,"69,6","31,2","6,3",-16,"8,9",0,52371.0,3645.0,1278.0,0.0,11982,4597,1205,1097,0,2023
49328,"48,4",19540,12800,27470,"25,5",5180,38080,"7,4",20310,14930,26790,"17,5",10830,35310,"3,3","59,3","37,5","7,7","-15,4","10,9",0,22914.0,2784.0,687.0,0.0,6621,2464,1189,614,0,2023
49353,"49,8",19160,12630,25840,"26,2",6280,34000,"5,4",20140,15190,25530,"15,9",11290,31790,"2,8","77,6","22,6",9,"-13,9","4,7",0,15150.0,1243.0,471.0,0.0,3843,1576,386,329,0,2023
50025,51,20540,14180,28790,"21,3",7720,39860,"5,2",20900,16030,27660,"12,8",12270,36870,3,"64,3",35,"6,6","-16,3","10,4",0,9445.0,990.0,216.0,0.0,2656,1010,382,377,0,2023
50129,"55,2",21290,14260,29060,"21,6",7270,38740,"5,3",21600,16230,27780,13,12170,35440,"2,9","70,5","31,4","7,2","-15,4","6,3",0,70104.0,4953.0,1656.0,0.0,17446,6278,1991,2308,0,2023
50147,"42,9",18340,11740,25970,"29,2",4240,35420,"8,4",19470,14590,25280,"18,4",10800,32830,3,"60,5","36,1","10,1","-14,3","7,6",0,6998.0,778.0,288.0,0.0,2413,876,309,536,0,2023
50502,"49,2",19520,12160,27060,"27,2",5060,36430,"7,2",20240,14840,26340,"17,4",11160,33780,3,64,"34,9","8,8","-14,7",7,0,19747.0,2963.0,1485.0,0.0,5126,1939,657,708,0,2023
51108,"51,4",18550,10900,26270,"30,7",3900,36200,"9,3",19390,13950,25530,"21,4",10180,33290,"3,3","69,8","30,2","9,2","-15,5","6,3",0,39107.0,5541.0,1694.0,0.0,11197,4311,1795,1225,0,2023
51230,"54,1",18960,11810,27390,"28,6",5460,38640,"7,1",19760,14380,26470,"19,3",10640,35310,"3,3","69,3","30,4","7,7",-17,"9,6",0,19449.0,2296.0,625.0,0.0,5106,2146,799,528,0,2023
51454,"52,6",18320,9660,27530,"33,8",3070,40310,"13,1",19280,13490,26480,"23,4",9860,36660,"3,7","73,6","26,2","9,7","-17,3","7,8",0,160224.0,25791.0,6026.0,0.0,56103,18361,8246,4190,0,2023
51649,"38,5",15070,8470,21930,"41,6",3130,29750,"9,5",16870,12690,22220,28,9650,28220,"2,9","56,5","36,5","12,9","-12,8","6,9",0,10164.0,1820.0,517.0,0.0,3124,1205,613,441,0,2023
52121,"52,5",20080,12670,27980,"25,8",5160,37720,"7,3",20530,15130,26860,17,11100,34910,"3,1","63,9","36,5","8,1","-15,8","7,3",0,18510.0,2528.0,772.0,0.0,5150,2040,861,639,0,2023
52269,"50,4",19000,11580,26580,"28,6",5110,35730,7,19640,14380,25680,"19,6",10650,33000,"3,1","65,3","34,6","8,6","-15,5",7,0,6325.0,745.0,210.0,0.0,1776,685,265,246,0,2023
52448,"42,2",16310,8930,23640,"37,7",2800,32210,"11,5",17840,13290,23440,"24,2",10080,30540,3,"57,7","36,2","12,3","-12,9","6,7",0,20720.0,3198.0,1129.0,0.0,6221,2327,1145,1240,0,2023
53130,"52,6",19960,11990,28240,"27,5",5340,39840,"7,5",20590,14800,27270,"18,4",10910,36540,"3,3","67,9","31,7","7,4","-16,8","9,8",0,46973.0,5680.0,2355.0,0.0,13602,5012,1415,1225,0,2023
54115,"53,7",21010,13250,28330,24,6630,37550,"5,7",21200,15510,27260,"15,2",11530,34300,3,"65,3",36,"7,6",-15,"6,1",0,6194.0,564.0,151.0,0.0,1431,582,255,107,0,2023
54184,"60,5",21940,14320,30380,22,7040,41470,"5,9",21910,16070,28620,"14,4",11750,37550,"3,2","67,8","32,3","6,3","-17,8","11,4",0,8008.0,727.0,204.0,0.0,2003,876,276,195,0,2023
54215,"52,9",20530,13360,27510,"23,6",6600,36360,"5,5",20880,15740,26630,"15,2",11750,33260,"2,8","69,8","30,7","7,4","-14,5","6,6",0,6147.0,579.0,137.0,0.0,1394,651,226,83,0,2023
54261,"26,1",17700,9610,26040,34,2040,35130,"17,2",18680,12780,26370,27,8460,34280,"4,1","31,6","22,7","6,8","-6,9","45,8",0,4038.0,310.0,73.0,0.0,629,179,154,55,0,2023
54274,"48,5",17310,8420,25380,"37,4",1410,34730,"24,6",18460,12860,24840,"26,7",9400,31940,"3,4","61,4","31,7","11,6","-14,7",10,0,8636.0,1635.0,324.0,0.0,2589,961,566,273,0,2023
54304,"59,8",22270,11690,33730,28,3550,50530,"14,2",22230,14530,31220,"20,5",10150,43900,"4,3","72,5","30,8","7,2","-20,3","9,8",0,12121.0,1826.0,379.0,0.0,3692,1179,623,313,0,2023
5430454357,"54,2",18990,9100,29660,"34,1",2060,43310,21,19820,13290,28050,"24,5",9700,39140,4,"71,3","28,9","9,4","-18,2","8,6",0,21228.0,3756.0,802.0,0.0,6636,2159,1294,632,0,2023
54323,"30,3",16700,8600,25910,"37,3",1180,37420,"31,8",17760,12360,25640,"28,9",8080,35960,"4,4","34,8","25,8","8,3","-9,2","40,3",0,15045.0,1546.0,457.0,0.0,3196,837,685,341,0,2023
54329,"43,5",17310,9760,24420,"34,5",2340,33380,"14,3",18590,13640,24260,"22,4",10060,31590,"3,1","62,1","33,4","11,4","-14,2","7,3",0,16515.0,2399.0,582.0,0.0,5060,2082,1032,632,0,2023
543395439554482,"57,2",21180,11590,32920,28,3510,48860,"13,9",21390,14570,30450,"20,1",9900,42890,"4,3",77,"25,6","7,5","-20,6","10,5",0,105848.0,15203.0,3461.0,0.0,44276,12362,5930,2469,0,2023
5435754395,56,20440,10420,32320,"30,6",2720,48580,"17,9",20840,13900,30000,"22,2",9600,42610,"4,4","77,3","24,6","8,2","-20,6","10,5",0,98707.0,15684.0,3546.0,0.0,43179,11671,5967,2447,0,2023
54382,"27,4",15390,8290,24750,"40,6",2020,34100,"16,9",16820,11660,24810,"33,4",8210,33670,"4,1","34,5","22,9","8,8","-7,5","41,3",0,8453.0,1024.0,274.0,0.0,1580,376,430,151,0,2023
5439554547,55,19910,9920,31540,"31,9",2660,47440,"17,8",20500,13640,29440,"23,2",9460,41800,"4,4","75,5",26,"8,5","-20,1","10,1",0,115031.0,18327.0,4436.0,0.0,50683,13192,6573,2888,0,2023
54431,"52,5",19850,12190,27640,27,5930,37220,"6,3",20520,14840,26680,"17,1",11190,34630,"3,1","67,9","30,3","8,1","-14,6","8,3",0,13402.0,1305.0,347.0,0.0,3178,1262,517,261,0,2023
54526,"53,8",19830,12830,27190,"25,4",6660,35310,"5,3",20490,15190,26300,"15,7",11360,32630,"2,9","76,1",26,"7,9",-15,5,0,8777.0,780.0,258.0,0.0,1912,685,265,152,0,2023
54528,"45,5",17720,10360,25290,"33,2",4340,34510,"7,9",18740,13770,24980,"21,6",10300,31800,"3,1","66,4","30,3","10,2","-14,5","7,6",0,14165.0,1844.0,401.0,0.0,4012,1639,683,398,0,2023
55029,"52,3",19920,11740,28170,28,5020,39320,"7,8",20550,14710,27160,"18,8",10640,36030,"3,4","64,1","36,4","8,6",-16,"6,9",0,13923.0,2200.0,717.0,0.0,3946,1445,691,681,0,2023
55545,"46,9",18500,10560,26520,"31,4",2910,37550,"12,9",19590,14020,25950,"21,2",10160,34740,"3,4","62,1","34,3","9,8","-15,3","9,1",0,14608.0,2126.0,504.0,0.0,4659,1647,998,629,0,2023
56007,"52,4",20750,13580,29160,"23,3",6950,40720,"5,9",21240,15690,28370,"14,5",11790,37150,"3,2",59,"39,5","6,9","-15,6","10,2",0,12559.0,816.0,258.0,0.0,3404,1302,435,539,0,2023
56083,"52,4",20470,14430,27110,"20,5",8070,34900,"4,3",20930,16250,26350,"12,6",12290,32320,"2,6","66,7","34,5","7,1","-14,4","6,1",0,14749.0,923.0,233.0,0.0,3645,1374,424,510,0,2023
56098,"48,8",19540,13080,25880,"24,7",6450,33410,"5,2",20260,15370,25450,"15,6",11450,31500,"2,8","64,2","34,8","8,3","-13,1","5,8",0,21206.0,1681.0,379.0,0.0,5173,1889,671,593,0,2023
56121,"49,4",18920,10910,27100,"30,5",4000,37450,"9,4",19700,14040,26320,"20,9",10020,34560,"3,4","64,9","33,7",9,"-15,2","7,6",0,52205.0,6517.0,1670.0,0.0,16977,5730,2354,1949,0,2023
56260,"58,4",22430,13950,32560,"22,9",6200,46980,"7,6",22540,15920,30850,"15,4",11290,42340,"3,8","62,2","38,5","6,2","-18,7","11,8",0,52817.0,4821.0,2082.0,0.0,14520,5059,1599,1521,0,2023
57058,"26,7",12700,6870,18920,"51,4",2090,26950,"12,9",14920,11650,20170,"37,5",9080,26340,"2,9","53,4","34,9","16,4","-9,2","4,5",0,5212.0,989.0,322.0,0.0,1517,514,302,270,0,2023
57160,"46,4",17850,10750,25530,"31,7",4410,34240,"7,8",18920,13630,24890,22,10010,32130,"3,2","60,1","37,4","8,7","-13,2",7,0,11196.0,1242.0,232.0,0.0,2581,890,518,375,0,2023
57206,"35,4",17650,10420,25750,"33,3",4280,35020,"8,2",18820,13190,25700,"24,9",9330,34150,"3,7","43,7","26,7","7,7","-9,7","31,6",0,14926.0,1175.0,276.0,0.0,2657,719,463,336,0,2023
5722457690,"46,6",18360,11580,26080,"30,2",5420,35780,"6,6",19450,14170,25810,"20,9",10640,33520,"3,1","63,4","35,3","7,9","-13,6",7,0,6125.0,505.0,158.0,0.0,1359,517,200,234,0,2023
57227,"39,6",15410,7180,23860,"41,9",720,34870,"48,7",16900,12130,23750,"30,8",9110,32510,"3,6","59,8","33,5","12,6","-13,6","7,7",0,19927.0,3880.0,829.0,0.0,5327,1631,1415,958,0,2023
5724057332,"41,5",16880,9870,23840,"34,8",3880,32200,"8,3",18100,13420,23610,"23,6",9990,30320,3,"56,5","39,6","10,3","-11,8","5,4",0,15997.0,2152.0,490.0,0.0,4213,1474,862,627,0,2023
57269,"41,6",20370,13840,28250,"22,8",7200,37170,"5,2",20860,15530,27780,17,10760,36240,"3,4","48,7","25,9","4,9","-9,4","29,9",0,7831.0,321.0,136.0,0.0,1313,403,144,152,0,2023
57332,"42,3",17380,11310,24450,30,5630,32740,"5,8",18560,14010,24230,"20,8",10870,30760,"2,8",56,42,"8,7","-11,8","5,1",0,4910.0,545.0,119.0,0.0,1171,428,214,168,0,2023
57463,"51,4",19150,10110,29760,"32,5",3630,43170,"11,9",20010,13600,28410,"23,1",9610,39550,"4,1",65,"26,1","8,1","-16,2",17,0,116508.0,13506.0,3968.0,0.0,34038,11119,5126,2889,0,2023
5746357751,"50,3",18600,9720,29000,"33,9",3450,42070,"12,2",19600,13380,27850,24,9560,38720,"4,1","64,6","26,1","8,6","-15,9","16,6",0,131583.0,15946.0,4612.0,0.0,37863,12436,5930,3323,0,2023
57606,"51,3",19400,11640,27790,"28,9",5070,39220,"7,7",20160,14460,26730,"19,9",10370,36180,"3,5","63,6","35,8","7,8","-15,9","8,7",0,13913.0,1786.0,380.0,0.0,3324,1162,560,511,0,2023
57630,"47,9",18090,10890,26310,32,5010,36820,"7,3",19020,13840,25620,"21,5",10650,34460,"3,2","63,2","34,2","8,7","-15,6","9,5",0,10886.0,1197.0,361.0,0.0,3005,1280,379,539,0,2023
57631,"48,6",18460,10420,28110,"32,3",3390,41400,"12,2",19540,13760,27010,"22,3",10200,37650,"3,7","68,2",30,9,"-16,2",9,0,20552.0,2683.0,625.0,0.0,5239,1736,940,1069,0,2023
57672,"41,8",22950,13240,36400,"24,5",5150,53290,"10,4",23210,15270,35150,"18,1",10250,51080,5,"38,5",23,"4,4","-11,7","45,8",0,41213.0,2587.0,759.0,0.0,7355,2222,1168,882,0,2023
57683,"32,4",16040,9060,24040,"38,2",2640,31770,12,17530,12510,24130,"28,6",8870,30960,"3,5","44,5","29,3","9,8","-8,9","25,3",0,7053.0,718.0,147.0,0.0,1331,403,261,142,0,2023
57757,"43,3",22870,13860,33760,"23,1",5320,46750,"8,8",23060,15630,33150,"16,6",10700,44970,"4,2","39,8","22,8","4,9",-10,"42,5",0,17088.0,1188.0,247.0,0.0,2826,880,436,294,0,2023
58086,"48,3",19540,12780,27300,"25,5",6100,36910,"6,1",20300,15150,26240,17,11200,34170,"3,1","53,8","44,6","7,6","-14,7","8,7",0,8466.0,858.0,250.0,0.0,1984,691,363,332,0,2023
58194,"48,9",18180,9480,26390,"33,5",1920,36660,"19,1",19240,13630,25700,"22,6",9950,33830,"3,4","58,9",38,"10,7","-15,5","7,9",0,31448.0,5093.0,1858.0,0.0,10138,3199,1619,2003,0,2023
5900859024,"39,2",15820,9030,22400,38,2510,29610,"11,8",17450,13290,22610,"24,4",10210,28400,"2,8","66,3",28,"13,3","-11,7","4,1",0,13627.0,2281.0,446.0,0.0,3642,1369,780,465,0,2023
59009,"55,9",20630,11120,31810,"29,5",4560,46030,"10,1",21110,14470,29990,"19,5",10530,41410,"3,9",77,"23,5","8,2",-18,"9,3",0,57994.0,8375.0,1839.0,0.0,17671,5142,2225,1215,0,2023
590095935059410,"54,1",18920,9300,30040,"34,3",3000,44200,"14,7",19810,13340,28390,"24,2",9560,39440,"4,1","81,2","19,5","9,5","-18,2",8,0,291138.0,46549.0,10287.0,0.0,113725,30884,15548,6860,0,2023
59014,"34,9",13520,6860,20130,"47,8",540,27220,"50,6",15880,12200,20850,"31,5",9440,26380,"2,8","62,4","26,6",18,"-10,8","3,8",0,12490.0,2745.0,606.0,0.0,4141,1528,894,577,0,2023
5901459079591125949159606,"43,4",15890,8120,24220,"40,1",1470,34120,"23,2",17580,12720,23930,"27,5",9550,31600,"3,3","68,3","26,8",13,"-14,4","6,3",0,86973.0,17878.0,3746.0,0.0,26024,8737,5737,2815,0,2023
59017,"42,1",16520,9100,23210,"37,5",2880,31040,"10,8",18060,13180,23230,"24,9",10010,29340,"2,9","68,4","25,5","12,7","-12,9","6,3",0,25581.0,4290.0,1083.0,0.0,7296,2760,1386,984,0,2023
590245918559390,"41,1",16840,9990,23750,"34,6",4110,31320,"7,6",18140,13660,23610,"22,2",10460,29680,"2,8","65,2","31,3","11,6","-12,1",4,0,9527.0,1343.0,323.0,0.0,2449,845,467,312,0,2023
59028,"38,9",15870,9300,22160,"39,1",3740,28650,"7,7",17380,13200,22420,"24,9",10470,27360,"2,6","63,7","30,3","13,3","-10,8","3,5",0,6817.0,996.0,272.0,0.0,1689,650,357,183,0,2023
5902859509,"42,5",17350,10620,23920,33,5350,30990,"5,8",18560,13940,23770,"20,9",10900,29350,"2,7","66,4","30,8","10,6","-11,8",4,0,12368.0,1459.0,444.0,0.0,2843,1087,519,305,0,2023
590645949159632,"41,4",16490,9280,23900,"37,4",3220,31950,"9,9",17840,13070,23780,"25,5",10040,30220,3,"65,9","29,3","12,1","-12,3",5,0,18001.0,2698.0,689.0,0.0,4442,1760,911,465,0,2023
5911259207,"34,9",14140,7730,21150,"45,4",2170,28090,"12,9",16160,12270,21540,"31,1",9620,27120,"2,8","62,6","27,9","15,4","-10,6","4,7",0,15616.0,2911.0,625.0,0.0,4022,1510,947,482,0,2023
591125920759491,"36,3",14590,7910,21580,44,1960,28770,"14,7",16480,12410,21900,30,9650,27710,"2,9","63,4","28,2",15,"-11,1","4,5",0,27445.0,5082.0,1119.0,0.0,7128,2760,1665,819,0,2023
59122,"45,4",17550,10120,25800,"33,7",3570,36600,"10,2",18750,13670,25290,"22,2",10230,33890,"3,3","64,5","31,8","10,6","-15,2","8,3",0,30720.0,5153.0,1339.0,0.0,8816,3261,1797,1225,0,2023
59139,"38,5",15130,7080,22150,"43,2",640,29880,"46,6",16980,12260,22230,"30,1",9330,28680,"3,1","59,4","32,4","14,9","-12,1","5,4",0,13429.0,2819.0,510.0,0.0,3944,1557,1006,555,0,2023
59153,"32,4",13340,5910,20910,"48,6",0,29510,,15970,11570,21590,"33,7",8810,28080,"3,2","55,9","30,5","17,7","-10,9","6,8",0,8480.0,1970.0,407.0,0.0,2522,765,695,433,0,2023
59155,"48,7",19170,13000,25470,"24,9",7130,32760,"4,6",19840,15200,24950,"15,4",11660,30560,"2,6","69,4","30,9","8,2","-13,3","4,8",0,19848.0,1820.0,548.0,0.0,4464,1696,668,463,0,2023
59163595125959959650,"40,1",14520,6810,22460,45,810,31430,"38,7",16680,12080,22700,"31,3",9190,29780,"3,2","68,9","22,3","15,4",-13,"6,4",0,269699.0,58232.0,12078.0,0.0,74597,25988,18386,8227,0,2023
5916559178,"46,6",17040,8520,26030,"37,4",1670,36810,"22,1",18480,13140,25350,"25,1",9850,33900,"3,4","66,6","29,8","12,2","-15,3","6,7",0,45205.0,9156.0,1891.0,0.0,13937,4694,2996,1672,0,2023
591725917959361,"29,9",11960,5450,19020,"53,8",0,25970,,15080,11500,20180,"36,9",9110,25510,"2,8","58,5","26,1","21,1","-9,5","3,8",0,34305.0,8860.0,1757.0,0.0,10031,3302,2821,1558,0,2023
591725920559361,"29,3",11660,5370,18790,"55,1",0,25350,,15000,11490,19970,"37,1",9090,24970,"2,7","57,9","25,8","21,8","-9,4","3,9",0,33017.0,8755.0,1727.0,0.0,9698,3261,2781,1522,0,2023
59178,"44,9",16110,7710,25290,"40,5",1050,36420,"34,6",17740,12710,24740,"27,3",9590,33510,"3,5","66,3","29,1","13,3","-15,3","6,6",0,39322.0,8639.0,1760.0,0.0,12702,4232,2810,1561,0,2023
5917859234,"44,8",16320,8080,25050,"39,4",1410,35700,"25,3",17850,12850,24570,"26,4",9710,32980,"3,4","66,9","28,8",13,"-14,9","6,2",0,44556.0,9364.0,1902.0,0.0,13970,4715,3045,1688,0,2023
591785956959654,43,15690,8050,23960,"41,1",1600,33800,"21,1",17440,12770,23780,"27,1",9780,31500,"3,2","65,9","28,8","13,7",-14,"5,6",0,62280.0,12796.0,2972.0,0.0,18553,6465,4138,2316,0,2023
5917859654,"43,4",15560,7670,24330,"41,8",1190,34980,"29,5",17370,12620,24070,28,9630,32430,"3,4","65,8","28,8","13,9","-14,6","6,1",0,47093.0,10297.0,2285.0,0.0,14555,4960,3255,1783,0,2023
59179,"36,3",15250,8260,21790,"41,1",1830,28650,"15,6",16930,12740,22180,"28,1",9600,27670,"2,9","64,2","28,1","14,4","-10,7",4,0,9983.0,1781.0,398.0,0.0,2613,863,591,330,0,2023
59183,"49,4",18500,10920,26600,"30,8",4080,36940,9,19340,14060,25710,"20,5",10510,33700,"3,2","66,5",33,"9,4","-15,6","6,7",0,85853.0,13370.0,3663.0,0.0,21733,7469,4261,2422,0,2023
59205,"35,3",14650,8240,21190,44,1980,27550,"13,9",16610,12710,21790,"27,7",9850,26770,"2,7","63,2","27,6","15,5","-10,5","4,2",0,8695.0,1676.0,368.0,0.0,2280,822,551,294,0,2023
592055936159504,"35,4",14520,8130,21090,44,1670,27550,"16,5",16540,12630,21680,"28,2",9780,26790,"2,7","63,3","27,3","15,8","-10,4",4,0,15958.0,3069.0,659.0,0.0,4147,1478,998,543,0,2023
59220593465935059360,54,18820,9340,29380,"34,1",3000,42820,"14,3",19720,13350,27810,"24,2",9520,38380,4,"81,8","19,2","9,5","-17,9","7,4",0,255231.0,41055.0,8786.0,0.0,102183,27616,14404,6022,0,2023
59225,"44,6",17210,10170,24590,"33,6",3820,33440,"8,7",18460,13640,24290,"22,3",9930,31410,"3,2","64,3","30,4","10,3","-12,5","7,5",0,6535.0,918.0,193.0,0.0,1484,529,326,178,0,2023
59230,45,17140,9660,24530,"34,3",2740,32710,"11,9",18260,13400,24310,"23,5",10030,30750,"3,1","65,2","29,6","11,2","-13,4","7,4",0,4994.0,787.0,171.0,0.0,1136,409,259,122,0,2023
59249,"33,6",13670,5770,21040,"47,6",40,29250,706,15920,11960,21430,"32,8",9130,27830,3,"54,7","33,8","17,3","-11,4","5,6",0,11139.0,2677.0,514.0,0.0,3332,1084,950,513,0,2023
59253,"35,9",14880,8370,21610,"41,3",2770,28550,"10,3",16760,12770,21770,"27,5",9880,27580,"2,8",62,"28,9","14,2","-11,3","6,2",0,7141.0,1126.0,281.0,0.0,1783,649,423,257,0,2023
59271,"34,9",13410,7300,20190,"48,1",2160,26670,"12,3",15930,12200,20860,"31,5",9650,25880,"2,7","60,7",29,"17,3","-10,2","3,2",0,20309.0,4436.0,1189.0,0.0,5280,1960,1247,649,0,2023
59291,"33,2",12990,6290,20090,"49,9",310,27020,"87,3",15600,11910,20810,"33,7",9310,26320,"2,8","55,5",29,18,"-10,8","8,3",0,13834.0,3202.0,692.0,0.0,3907,1368,1086,515,0,2023
59291593655939259424,"34,6",12910,6010,20560,"50,2",100,28520,"277,5",15550,11650,21080,"34,9",9030,27370,3,"55,5","31,1","17,7","-11,2","6,9",0,52005.0,12373.0,3103.0,0.0,14002,4686,3933,1958,0,2023
59295,"48,1",19390,13240,26380,"24,2",7170,34930,"4,9",20180,15500,25710,"14,6",11930,32690,"2,7","66,7","31,6","7,9","-14,4","8,2",0,19940.0,1909.0,605.0,0.0,4562,1783,566,647,0,2023
592995936759512,"37,8",12850,5290,22100,"50,4",50,32930,"671,3",15720,11420,22490,"35,9",8860,30940,"3,5","67,5","21,9","17,7",-13,"5,9",0,135880.0,36296.0,6850.0,0.0,39263,12891,10936,4322,0,2023
59314,"44,7",18950,12310,25660,"27,4",6640,33290,5,19650,14820,24980,"16,8",11440,31340,"2,7","72,5",27,"8,7","-12,8","4,6",0,3009.0,309.0,72.0,0.0,673,257,94,55,0,2023
59324,"35,6",13940,6250,21580,"46,9",0,29300,,16060,11870,21960,"33,3",9040,28110,"3,1",56,"31,4","16,6","-10,8","6,8",0,9777.0,2194.0,435.0,0.0,2618,819,756,379,0,2023
59328,"68,4",27730,17940,40060,"14,6",9880,57630,"5,8",26560,18840,36300,"9,6",13330,49800,"3,7","82,2","25,5","3,8","-22,3","10,8",0,24933.0,1420.0,377.0,0.0,5043,1478,584,326,0,2023
59350,"54,1",18620,8840,29950,"35,4",2550,44300,"17,4",19580,13060,28230,"25,5",9320,39340,"4,2","83,1",18,"9,6","-18,5","7,8",0,212895.0,35127.0,7674.0,0.0,90478,23728,12390,5171,0,2023
59360,"48,3",17310,9740,24770,"34,2",4130,33270,"8,1",18660,13700,24370,"22,4",10150,30930,3,"73,9","23,9","11,4","-13,7","4,5",0,20841.0,2923.0,679.0,0.0,6763,2283,950,512,0,2023
59365,30,11160,4020,18510,"56,8",0,25250,,14620,10760,19750,"41,1",8510,24860,"2,9","52,7","29,5","22,3","-9,3","4,8",0,6215.0,1958.0,339.0,0.0,1751,556,582,222,0,2023
59378,"70,4",29000,18500,44060,"14,2",10250,65190,"6,4",27760,19260,39510,"9,3",13490,55920,"4,1",81,"23,8","3,5",-24,"15,7",0,38814.0,1912.0,724.0,0.0,7161,2231,793,448,0,2023
5938359606,"49,1",18140,9400,27190,"34,1",2280,38780,17,19230,13400,26310,"23,7",9790,35220,"3,6","71,3","26,9","10,5","-16,4","7,7",0,55590.0,10950.0,2295.0,0.0,16979,5357,3544,1644,0,2023
59390,"38,3",15400,8110,22660,"40,8",2430,30010,"12,3",17160,12730,22990,"27,5",9670,29260,3,"61,1","31,8","14,2","-11,2","4,1",0,3743.0,637.0,165.0,0.0,987,348,219,124,0,2023
59392,36,13090,6080,21090,"49,6",180,29660,"163,7",15670,11630,21440,"34,6",9000,28330,"3,1","55,7","32,6",17,"-11,7","6,4",0,30696.0,7050.0,2016.0,0.0,8048,2639,2205,1200,0,2023
59414,42,17590,11500,25200,"29,8",5720,32390,"5,7",18920,14480,24670,"18,9",11070,30910,"2,8","65,3","33,2",10,"-12,4","3,9",0,3991.0,441.0,146.0,0.0,1036,382,182,112,0,2023
5941459456,"38,6",16500,10020,23380,"35,2",4460,30850,"6,9",18050,13550,23450,"22,4",10570,29390,"2,8","64,7","31,3","11,9","-11,5","3,6",0,9437.0,1503.0,371.0,0.0,2547,946,521,260,0,2023
5944759613,"43,1",17200,10030,24500,"34,9",3920,32630,"8,3",18510,13630,24160,"22,5",10170,31100,"3,1","66,6","25,4","11,1","-13,3","10,2",0,9685.0,1279.0,348.0,0.0,2326,810,457,247,0,2023
59452,"40,2",16690,10370,23270,"35,2",5400,30800,"5,7",18060,13780,23460,"21,7",10800,29230,"2,7","69,2","27,3","11,4","-11,5","3,6",0,5571.0,771.0,255.0,0.0,1339,501,234,122,0,2023
5945262321,"41,1",16880,10550,23490,"33,8",5560,30580,"5,5",18140,13830,23590,"21,5",10840,29160,"2,7","69,3","27,8",11,"-11,5","3,4",0,9798.0,1269.0,379.0,0.0,2311,878,380,202,0,2023
